ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0561872909699,0.00936454849498,0.0836120401338,0.176588628763,0.674247491639
2,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
3,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
4,0.0561872909699,0.00936454849498,0.0836120401338,0.176588628763,0.674247491639
5,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
6,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
7,0.423208191126,0.0136518771331,0.170648464164,0.172354948805,0.220136518771
8,0.654223227753,0.00188536953243,0.00716440422323,0.0927601809955,0.243966817496
9,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
10,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
11,0.654223227753,0.00188536953243,0.00716440422323,0.0927601809955,0.243966817496
12,0.0362694300518,0.013816925734,0.231433506045,0.284974093264,0.433506044905
13,0.654223227753,0.00188536953243,0.00716440422323,0.0927601809955,0.243966817496
14,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
15,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
16,0.654223227753,0.00188536953243,0.00716440422323,0.0927601809955,0.243966817496
17,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
18,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
19,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
20,0.0063025210084,0.00840336134454,0.203781512605,0.0231092436975,0.758403361345
21,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
22,0.0,0.0258064516129,0.0338709677419,0.00161290322581,0.938709677419
23,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
24,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
25,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
26,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
27,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
28,0.0561872909699,0.00936454849498,0.0836120401338,0.176588628763,0.674247491639
29,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
30,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
31,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
32,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
33,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
34,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
35,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
36,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
37,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
38,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
39,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
40,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
41,0.0561872909699,0.00936454849498,0.0836120401338,0.176588628763,0.674247491639
42,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
43,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
44,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
45,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
46,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
47,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
48,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
49,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
50,0.0561872909699,0.00936454849498,0.0836120401338,0.176588628763,0.674247491639
51,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
52,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
53,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
54,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
55,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
56,0.423208191126,0.0136518771331,0.170648464164,0.172354948805,0.220136518771
57,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
58,0.0,0.0258064516129,0.0338709677419,0.00161290322581,0.938709677419
59,0.0063025210084,0.00840336134454,0.203781512605,0.0231092436975,0.758403361345
60,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
61,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
62,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
63,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
64,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
65,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
66,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
67,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
68,0.0362694300518,0.013816925734,0.231433506045,0.284974093264,0.433506044905
69,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
70,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
71,0.0561872909699,0.00936454849498,0.0836120401338,0.176588628763,0.674247491639
72,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
73,0.0,0.0258064516129,0.0338709677419,0.00161290322581,0.938709677419
74,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
75,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
76,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
77,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
78,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
79,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
80,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
81,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
82,0.0,0.0258064516129,0.0338709677419,0.00161290322581,0.938709677419
83,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
84,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
85,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
86,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
87,0.0362694300518,0.013816925734,0.231433506045,0.284974093264,0.433506044905
88,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
89,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
90,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
91,0.0063025210084,0.00840336134454,0.203781512605,0.0231092436975,0.758403361345
92,0.0063025210084,0.00840336134454,0.203781512605,0.0231092436975,0.758403361345
93,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
94,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
95,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
96,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
97,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
98,0.0,0.023569023569,0.0289562289562,0.003367003367,0.944107744108
99,0.11260827719,0.0327237728585,0.115976900866,0.00481231953802,0.733878729548
100,0.328608247423,0.00214776632302,0.0577749140893,0.438359106529,0.173109965636
101,0.870388116914,0.00119789171059,0.00574988021083,0.0189266890273,0.103737422137
102,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
103,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
104,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
105,0.335053965275,0.00563115908024,0.0511496949789,0.142656030033,0.465509150634
106,0.528082901554,0.00124352331606,0.0259067357513,0.255958549223,0.188808290155
