ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0496575342466,0.00856164383562,0.121575342466,0.316780821918,0.503424657534
2,0.485002112379,0.00168990283059,0.0329531051965,0.289818335446,0.190536544149
3,0.266129032258,0.00627240143369,0.0663082437276,0.144265232975,0.517025089606
4,0.0603732162459,0.00987925356751,0.059275521405,0.0867178924259,0.783754116356
5,0.485002112379,0.00168990283059,0.0329531051965,0.289818335446,0.190536544149
6,0.349001175088,0.0021151586369,0.0491186839013,0.421621621622,0.178143360752
7,0.398039215686,0.0137254901961,0.186274509804,0.162745098039,0.239215686275
8,0.705648369133,0.00159108989658,0.00238663484487,0.0843277645187,0.206046141607
9,0.800613496933,0.00102249488753,0.0040899795501,0.0306748466258,0.163599182004
10,0.569568755085,0.000813669650122,0.0191212367779,0.223352318959,0.187144019528
11,0.705648369133,0.00159108989658,0.00238663484487,0.0843277645187,0.206046141607
12,0.0300429184549,0.0128755364807,0.212446351931,0.270386266094,0.474248927039
13,0.705648369133,0.00159108989658,0.00238663484487,0.0843277645187,0.206046141607
14,0.485002112379,0.00168990283059,0.0329531051965,0.289818335446,0.190536544149
15,0.569568755085,0.000813669650122,0.0191212367779,0.223352318959,0.187144019528
16,0.705648369133,0.00159108989658,0.00238663484487,0.0843277645187,0.206046141607
17,0.349001175088,0.0021151586369,0.0491186839013,0.421621621622,0.178143360752
18,0.349001175088,0.0021151586369,0.0491186839013,0.421621621622,0.178143360752
19,0.410837438424,0.00492610837438,0.0344827586207,0.140886699507,0.408866995074
20,0.0138888888889,0.0,0.375,0.0416666666667,0.569444444444
21,0.410837438424,0.00492610837438,0.0344827586207,0.140886699507,0.408866995074
22,0.0,0.0242718446602,0.0323624595469,0.00161812297735,0.941747572816
23,0.569568755085,0.000813669650122,0.0191212367779,0.223352318959,0.187144019528
24,0.0,0.0182608695652,0.02,0.00173913043478,0.96
25,0.569568755085,0.000813669650122,0.0191212367779,0.223352318959,0.187144019528
26,0.266129032258,0.00627240143369,0.0663082437276,0.144265232975,0.517025089606
27,0.891739674593,0.00125156445557,0.00625782227785,0.0153316645807,0.0854192740926
28,0.0603732162459,0.00987925356751,0.059275521405,0.0867178924259,0.783754116356
29,0.349001175088,0.0021151586369,0.0491186839013,0.421621621622,0.178143360752
30,0.485002112379,0.00168990283059,0.0329531051965,0.289818335446,0.190536544149
31,0.349001175088,0.0021151586369,0.0491186839013,0.421621621622,0.178143360752
32,0.891739674593,0.00125156445557,0.00625782227785,0.0153316645807,0.0854192740926
33,0.266129032258,0.00627240143369,0.0663082437276,0.144265232975,0.517025089606
34,0.891739674593,0.00125156445557,0.00625782227785,0.0153316645807,0.0854192740926
35,0.19595959596,0.0565656565657,0.130303030303,0.0030303030303,0.614141414141
36,0.569568755085,0.000813669650122,0.0191212367779,0.223352318959,0.187144019528
37,0.266129032258,0.00627240143369,0.0663082437276,0.144265232975,0.517025089606
38,0.891739674593,0.00125156445557,0.00625782227785,0.0153316645807,0.0854192740926
39,0.349001175088,0.0021151586369,0.0491186839013,0.421621621622,0.178143360752
40,0.569568755085,0.000813669650122,0.0191212367779,0.223352318959,0.187144019528
41,0.0496575342466,0.00856164383562,0.121575342466,0.316780821918,0.503424657534
42,0.0,0.0182608695652,0.02,0.00173913043478,0.96
43,0.410837438424,0.00492610837438,0.0344827586207,0.140886699507,0.408866995074
